success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant,stimulus,response,Category,Concept,T1,T2,CorrectAnswer,correct,reflection1,reflection2,file_name
NA,3585,html-keyboard-response,70,2.0.0,270665,pa783u95vrl,manatee,<b><font size=6>A moving bullet loses height.</font></b>,z,Mechanics,Velocity,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1711,html-keyboard-response,71,2.0.0,272883,pa783u95vrl,manatee,<b><font size=6>Bright objects fall through air faster than dark objects.</font></b>,m,Mechanics,Gravity,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,4285,html-keyboard-response,72,2.0.0,277682,pa783u95vrl,manatee,<b><font size=6>Constant acceleration requires constant force.</font></b>,z,Mechanics,Acceleration,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,5767,html-keyboard-response,73,2.0.0,283954,pa783u95vrl,manatee,<b><font size=6>Forces can be male or female.</font></b>,m,Mechanics,Force,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,12799,html-keyboard-response,74,2.0.0,297258,pa783u95vrl,manatee,<b><font size=6>Heavy balls fall through air faster than light balls.</font></b>,m,Mechanics,Gravity,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,2666,html-keyboard-response,75,2.0.0,300433,pa783u95vrl,manatee,<b><font size=6>Color can be transferred from one object to another.</font></b>,m,Mechanics,Momentum,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,14219,html-keyboard-response,76,2.0.0,315167,pa783u95vrl,manatee,<b><font size=6>A moving bullet loses speed.</font></b>,z,Mechanics,Velocity,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,4067,html-keyboard-response,77,2.0.0,319749,pa783u95vrl,manatee,<b><font size=6>Constant force can yield constant rest.</font></b>,m,Mechanics,Acceleration,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,3075,html-keyboard-response,78,2.0.0,323344,pa783u95vrl,manatee,<b><font size=6>Forces can be straight or curved.</font></b>,m,Mechanics,Force,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1573,html-keyboard-response,79,2.0.0,325426,pa783u95vrl,manatee,<b><font size=6>Forces can be transferred from one object to another.</font></b>,z,Mechanics,Momentum,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,3234,html-keyboard-response,80,2.0.0,329177,pa783u95vrl,manatee,<b><font size=6>Anvils fall through air faster than feathers.</font></b>,z,Mechanics,Gravity,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1531,html-keyboard-response,81,2.0.0,331217,pa783u95vrl,manatee,<b><font size=6>Energy can be transferred from one object to another.</font></b>,z,Mechanics,Momentum,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,3153,html-keyboard-response,82,2.0.0,334876,pa783u95vrl,manatee,<b><font size=6>Constant speed requires constant acceleration.</font></b>,m,Mechanics,Acceleration,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1753,html-keyboard-response,83,2.0.0,337141,pa783u95vrl,manatee,<b><font size=6>Constant motion requires constant force.</font></b>,z,Mechanics,Acceleration,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,3200,html-keyboard-response,84,2.0.0,340846,pa783u95vrl,manatee,<b><font size=6>Pointy objects fall through air faster than flat objects.</font></b>,z,Mechanics,Gravity,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,2360,html-keyboard-response,85,2.0.0,343710,pa783u95vrl,manatee,<b><font size=6>Forces can be balanced or unbalanced.</font></b>,z,Mechanics,Force,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,860,html-keyboard-response,86,2.0.0,345090,pa783u95vrl,manatee,<b><font size=6>Forces can be strong or weak.</font></b>,z,Mechanics,Force,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1749,html-keyboard-response,87,2.0.0,347360,pa783u95vrl,manatee,<b><font size=6>A moving bullet loses weight.</font></b>,m,Mechanics,Velocity,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,2381,html-keyboard-response,88,2.0.0,350250,pa783u95vrl,manatee,<b><font size=6>A moving bullet loses force.</font></b>,z,Mechanics,Velocity,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,792,html-keyboard-response,89,2.0.0,351550,pa783u95vrl,manatee,<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Germs</font></b>,z,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,975,html-keyboard-response,90,2.0.0,353040,pa783u95vrl,manatee,<b><font size=6>Germs have DNA.</font></b>,m,Germs,Microbe,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1514,html-keyboard-response,91,2.0.0,355068,pa783u95vrl,manatee,<b><font size=6>Germs enter the body through the hair.</font></b>,m,Germs,Infection,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1384,html-keyboard-response,92,2.0.0,356970,pa783u95vrl,manatee,<b><font size=6>Alcohol kills germs.</font></b>,z,Germs,Sterilization,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,959,html-keyboard-response,93,2.0.0,358447,pa783u95vrl,manatee,<b><font size=6>Urine contains germs.</font></b>,m,Germs,Contamination,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,2472,html-keyboard-response,94,2.0.0,361435,pa783u95vrl,manatee,<b><font size=6>Germs enter the body through the skin.</font></b>,m,Germs,Infection,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1465,html-keyboard-response,95,2.0.0,363408,pa783u95vrl,manatee,<b><font size=6>Being depressed can make a person sick.</font></b>,z,Germs,Contagion,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,887,html-keyboard-response,96,2.0.0,364812,pa783u95vrl,manatee,<b><font size=6>Being cold can make a person sick.</font></b>,z,Germs,Contagion,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1230,html-keyboard-response,97,2.0.0,366562,pa783u95vrl,manatee,<b><font size=6>Being happy can make a person sick.</font></b>,m,Germs,Contagion,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1073,html-keyboard-response,98,2.0.0,368145,pa783u95vrl,manatee,<b><font size=6>Germs enter the body through cuts.</font></b>,z,Germs,Infection,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1023,html-keyboard-response,99,2.0.0,369680,pa783u95vrl,manatee,<b><font size=6>Rotting meat contains germs.</font></b>,z,Germs,Contamination,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,959,html-keyboard-response,100,2.0.0,371160,pa783u95vrl,manatee,<b><font size=6>Water kills germs.</font></b>,m,Germs,Sterilization,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,939,html-keyboard-response,101,2.0.0,372613,pa783u95vrl,manatee,<b><font size=6>Heat kills germs.</font></b>,z,Germs,Sterilization,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,799,html-keyboard-response,102,2.0.0,373922,pa783u95vrl,manatee,<b><font size=6>Germs have a shape.</font></b>,m,Germs,Microbe,TRUE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,775,html-keyboard-response,103,2.0.0,375213,pa783u95vrl,manatee,<b><font size=6>Kindness kills germs.</font></b>,m,Germs,Sterilization,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,645,html-keyboard-response,104,2.0.0,376368,pa783u95vrl,manatee,<b><font size=6>Sunshine contains germs.</font></b>,m,Germs,Contamination,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,3635,html-keyboard-response,105,2.0.0,380516,pa783u95vrl,manatee,<b><font size=6>Germs have an odor.</font></b>,m,Germs,Microbe,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,3841,html-keyboard-response,106,2.0.0,384875,pa783u95vrl,manatee,<b><font size=6>Germs enter the body through the eyes.</font></b>,z,Germs,Infection,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1117,html-keyboard-response,107,2.0.0,386505,pa783u95vrl,manatee,<b><font size=6>Dish sponges contain germs.</font></b>,m,Germs,Contamination,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,4544,html-keyboard-response,108,2.0.0,391566,pa783u95vrl,manatee,<b><font size=6>Germs have feelings.</font></b>,m,Germs,Microbe,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,1420,html-keyboard-response,109,2.0.0,393490,pa783u95vrl,manatee,<b><font size=6>Being sneezed on can make a person sick.</font></b>,z,Germs,Contagion,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,30650,survey-text,110,2.0.0,424665,pa783u95vrl,manatee,NA,"{""reflection1"":""To gain an understanding of common knowledge regarding certain categories/topics""}",NA,NA,NA,NA,NA,NA,To gain an understanding of common knowledge regarding certain categories/topics,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
NA,2461,survey-text,111,2.0.0,427133,pa783u95vrl,manatee,NA,"{""reflection2"":""No""}",NA,NA,NA,NA,NA,NA,NA,No,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pa783u95vrl_1732221771061.csv
TRUE,3425,fullscreen,0,null,4437,pakjepqn613,falcon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,1604,html-keyboard-response,1,2.0.0,6044,pakjepqn613,falcon,This trial will be in fullscreen mode. Press any key to begin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,736,html-keyboard-response,2,2.0.0,7283,pakjepqn613,falcon,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,3079,survey-text,3,2.0.0,10868,pakjepqn613,falcon,NA,"{""participant_id"":""falcon""}",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,13453,html-keyboard-response,4,2.0.0,24823,pakjepqn613,falcon,"<p>Welcome to the experiment!</p><p>In this task, you will see a series of scientific statements.</p><p>Your job is to decide whether each statement is true or false.</p><p>Press 'z' if you think the statement is true and 'm' if you think it is false.</p><p>Press any key to begin.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,NA,html-keyboard-response,5,2.0.0,26528,pakjepqn613,falcon,<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Matter</font></b>,null,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,8639,html-keyboard-response,6,2.0.0,35671,pakjepqn613,falcon,<b><font size=6>A grain of sand can be cut in half.</font></b>,m,Matter,Divisibility,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2897,html-keyboard-response,7,2.0.0,39071,pakjepqn613,falcon,<b><font size=6>Rocks are composed of matter.</font></b>,z,Matter,Mass,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,12290,html-keyboard-response,8,2.0.0,51862,pakjepqn613,falcon,<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>,m,Matter,Weight,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2615,html-keyboard-response,9,2.0.0,54980,pakjepqn613,falcon,<b><font size=6>Atoms are weightless.</font></b>,z,Matter,Atom,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,1822,html-keyboard-response,10,2.0.0,57304,pakjepqn613,falcon,<b><font size=6>Fire is composed of matter.</font></b>,m,Matter,Mass,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,4228,html-keyboard-response,11,2.0.0,62035,pakjepqn613,falcon,<b><font size=6>Atoms are visible to the naked eye.</font></b>,m,Matter,Atom,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,5867,html-keyboard-response,12,2.0.0,68404,pakjepqn613,falcon,<b><font size=6>Foam is denser than brick.</font></b>,m,Matter,Density,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,3162,html-keyboard-response,13,2.0.0,72068,pakjepqn613,falcon,<b><font size=6>Steel is denser than foam.</font></b>,z,Matter,Density,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,6504,html-keyboard-response,14,2.0.0,79074,pakjepqn613,falcon,<b><font size=6>Atoms are the constituents of matter.</font></b>,z,Matter,Atom,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2067,html-keyboard-response,15,2.0.0,81642,pakjepqn613,falcon,<b><font size=6>Ice is denser than water.</font></b>,z,Matter,Density,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,5105,html-keyboard-response,16,2.0.0,87249,pakjepqn613,falcon,<b><font size=6>A liter of water weighs more than a liter of air.</font></b>,z,Matter,Weight,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,7996,html-keyboard-response,17,2.0.0,95747,pakjepqn613,falcon,<b><font size=6>A cold penny is denser than a hot penny.</font></b>,m,Matter,Density,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,3141,html-keyboard-response,18,2.0.0,99390,pakjepqn613,falcon,<b><font size=6>Atoms are mostly empty space.</font></b>,m,Matter,Atom,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2983,html-keyboard-response,19,2.0.0,102875,pakjepqn613,falcon,<b><font size=6>A log can be cut in half.</font></b>,z,Matter,Divisibility,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2532,html-keyboard-response,20,2.0.0,105909,pakjepqn613,falcon,<b><font size=6>Air is composed of matter.</font></b>,z,Matter,Mass,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2413,html-keyboard-response,21,2.0.0,108824,pakjepqn613,falcon,<b><font size=6>An idea can be cut in half.</font></b>,z,Matter,Divisibility,FALSE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2373,html-keyboard-response,22,2.0.0,111699,pakjepqn613,falcon,<b><font size=6>A shadow can be cut in half.</font></b>,z,Matter,Divisibility,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,11481,html-keyboard-response,23,2.0.0,123682,pakjepqn613,falcon,<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>,m,Matter,Weight,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,4224,html-keyboard-response,24,2.0.0,128409,pakjepqn613,falcon,<b><font size=6>Numbers are composed of matter.</font></b>,m,Matter,Mass,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,6201,html-keyboard-response,25,2.0.0,135111,pakjepqn613,falcon,<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>,m,Matter,Weight,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,NA,html-keyboard-response,26,2.0.0,137315,pakjepqn613,falcon,<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Genetics</font></b>,null,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,4997,html-keyboard-response,27,2.0.0,142815,pakjepqn613,falcon,<b><font size=6>Two brown-eyed parents could have a brown-eyed baby.</font></b>,z,Genetics,Dominance,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2091,html-keyboard-response,28,2.0.0,145408,pakjepqn613,falcon,<b><font size=6>Hair color is heritable.</font></b>,z,Genetics,Heritability,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,4329,html-keyboard-response,29,2.0.0,150239,pakjepqn613,falcon,<b><font size=6>Men have more chromosomes than women.</font></b>,m,Genetics,Chromosome,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2875,html-keyboard-response,30,2.0.0,153615,pakjepqn613,falcon,<b><font size=6>Intelligence is heritable.</font></b>,m,Genetics,Heritability,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,1737,html-keyboard-response,31,2.0.0,155854,pakjepqn613,falcon,<b><font size=6>Two blue-eyed parents could have a brown-eyed baby.</font></b>,z,Genetics,Dominance,FALSE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2890,html-keyboard-response,32,2.0.0,159246,pakjepqn613,falcon,<b><font size=6>Exercise can change one's genome.</font></b>,m,Genetics,Mutation,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,4162,html-keyboard-response,33,2.0.0,163910,pakjepqn613,falcon,<b><font size=6>Genes that code for eye color can be found in the liver.</font></b>,m,Genetics,Expression,FALSE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2603,html-keyboard-response,34,2.0.0,167016,pakjepqn613,falcon,<b><font size=6>Pierced ears are heritable.</font></b>,m,Genetics,Heritability,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,3285,html-keyboard-response,35,2.0.0,170803,pakjepqn613,falcon,<b><font size=6>Two brown-eyed parents could have a blue-eyed baby.</font></b>,z,Genetics,Dominance,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,3461,html-keyboard-response,36,2.0.0,174766,pakjepqn613,falcon,<b><font size=6>Radiation can change one's genome.</font></b>,z,Genetics,Mutation,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,4528,html-keyboard-response,37,2.0.0,179797,pakjepqn613,falcon,<b><font size=6>Immunity to chickenpox is heritable.</font></b>,z,Genetics,Heritability,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2874,html-keyboard-response,38,2.0.0,183173,pakjepqn613,falcon,<b><font size=6>Sunscreen can change one's genome.</font></b>,m,Genetics,Mutation,FALSE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2428,html-keyboard-response,39,2.0.0,186103,pakjepqn613,falcon,<b><font size=6>Humans have more chromosomes than mosquitoes.</font></b>,z,Genetics,Chromosome,TRUE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,6089,html-keyboard-response,40,2.0.0,192694,pakjepqn613,falcon,<b><font size=6>Skin cells have more chromosomes than egg cells.</font></b>,z,Genetics,Chromosome,FALSE,TRUE,TRUE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,7490,html-keyboard-response,41,2.0.0,200686,pakjepqn613,falcon,<b><font size=6>Genes that code for eye color can be found in the eye.</font></b>,m,Genetics,Expression,TRUE,TRUE,TRUE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,2825,html-keyboard-response,42,2.0.0,204013,pakjepqn613,falcon,<b><font size=6>Adults have more chromosomes than children.</font></b>,z,Genetics,Chromosome,TRUE,FALSE,FALSE,FALSE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
NA,3945,html-keyboard-response,43,2.0.0,208460,pakjepqn613,falcon,<b><font size=6>A blue-eyed baby must have two blue-eyed parents.</font></b>,m,Genetics,Dominance,TRUE,FALSE,FALSE,TRUE,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_naive_theories/analysis/../data/raw_data/pakjepqn613_1732223955383.csv
